id,basename,name,year,platform,genres,critic_score,user_score
497410,metro-exodus,Metro Exodus,2019,"XOne,PS4,PC","Shooter",8.5,
313296,il-2-sturmovik-battle-of-stalingrad,IL-2 Sturmovik: Battle of Stalingrad,2014,"PC","Action",,
13765,donkey-kong-64,Donkey Kong 64,1999,"N64","Platform",9.3,
490373,dreams,Dreams,2019,"PS4","Misc",,
492178,tower-unite,Tower Unite,2007,"PC","MMO",,
18934,braid,Braid,2008,"XBL,PC,PSN","Platform",9.4,
8676,mega-man-x,Mega Man X,1994,"PC,VC,SNES","Platform",,
495856,northgard,Northgard,1998,"PC","Strategy",,
28834,realm-of-the-mad-god,Realm of the Mad God,2011,"PC,OSX","MMO",,
497103,life-is-strange-2,Life is Strange 2,2018,"PC,PS4,XOne","Adventure",,
18958,dragon-age-origins,Dragon Age: Origins,2009,"PC,PS3,X360,PSN","Role-Playing",9.1,
490646,katana-zero,Katana ZERO,2019,"NS","Action",,
12482,the-legend-of-zelda-majoras-mask,The Legend of Zelda: Majora's Mask,2000,"N64,VC","Adventure",9.5,
14562,mafia,Mafia,2002,"PC,PS2,XB","Action",9.2,
28947,recettear-an-item-shops-tale,Recettear: An Item Shop's Tale,2010,"PC","Role-Playing",8.3,
497358,car-mechanic-simulator-2018,Car Mechanic Simulator 2018,2015,"PC","Simulation",,
2916,goldeneye-007,GoldenEye 007,1997,"N64,Wii,DS","Shooter",9.8,
11172,dark-age-of-camelot,Dark Age of Camelot,2001,"PC","Role-Playing",8.7,
19589,la-noire,L.A. Noire,2011,"X360,NS,PS4,PS3,XOne","Adventure",9.1,8
2271,sonic-the-hedgehog,Sonic the Hedgehog,1991,"MS,XBL,PC,VC,GEN,GG,PSN","Platform",7.7,
33437,resident-evil-6,Resident Evil 6,2012,"X360,PC,PS3,PS4,XOne","Action,Shooter",,
15442,shin-megami-tensei-nocturne,Shin Megami Tensei: Nocturne,2004,"PS3,PS2","Role-Playing,Misc",8,
65706,dead-space-3,Dead Space 3,2013,"PS3,PC,X360","Shooter",,
20423,blade-amp-soul,Blade & Soul,2015,"PC","Role-Playing,Misc",,
8882,pinball,Pinball,1983,"2600,VC,Int,NES","Action,Misc",,
369575,rocksmith-2014,Rocksmith 2014,2013,"OSX,PS3,PC,PS4,X360,XOne","Music",9.1,
5635,the-legend-of-zelda-the-minish-cap,The Legend of Zelda: The Minish Cap,2005,"3DS,GBA,WiiU","Adventure,Misc",8.9,
489164,danganronpa-v3-killing-harmony,Danganronpa V3: Killing Harmony,2017,"PSV,PS4,PC","Adventure",,
113749,prime-world,Prime World,2020,"PC,And","Misc",,
1818,gothic,Gothic,2001,"PC","Role-Playing",8.1,
32742,kerbal-space-program,Kerbal Space Program,2015,"Linux,OSX,PC","Misc",,
19157,apb-reloaded,APB Reloaded,2011,"PC","Role-Playing",,
499310,splitgate-arena-warfare,Splitgate: Arena Warfare,,"PC","Shooter",,
5288,ultima-online,Ultima Online,1997,"PC","Role-Playing",9,
460634,littlebigplanet-3,LittleBigPlanet 3,2014,"PS3,PS4","Platform",,
16951,killer-instinct,Killer Instinct,1995,"SNES,GB","Fighting",,
9611,the-witcher,The Witcher,2007,"PC","Role-Playing",7.9,
459754,this-war-of-mine,This War of Mine,2014,"Linux,And,OSX,PS4,PC,XOne","Action",,
19676,mass-effect-2,Mass Effect 2,2010,"PS3,PC,X360,PSN","Role-Playing",9.6,8.9
19747,inazuma-eleven,Inazuma Eleven,2011,"DS","Role-Playing",6.8,
6756,crash-bandicoot,Crash Bandicoot,1996,"PS,PSN","Platform",7.8,
5682,crash-team-racing,Crash Team Racing,1999,"PS,PSN","Racing",9.2,
17222,ssx-tricky,SSX Tricky,2001,"GBA,PS2,XB,GC","Sports",9.2,
490426,blackwake,Blackwake,2005,"PC","Action",,
8489,chrono-trigger,Chrono Trigger,1995,"PS,DS,VC,PSN,SNES","Role-Playing",9.5,
509698,dirt-rally-20,DiRT Rally 2.0,2019,"PS4,PC,XOne","Racing",,
18763,fallout-3,Fallout 3,2008,"XBL,PC,PS3,X360","Role-Playing",9,8.6
506342,hitman-2,HITMAN 2,2018,"PS4,PC,XOne","Action-Adventure",,
490500,blazblue-central-fiction,BlazBlue: Central Fiction,2015,"PS3,PS4,PC,NS,Arc","Fighting",,
19009,dead-space,Dead Space,2008,"XBL,PS3,PC,X360,PSN","Action,Shooter",9,
733,card-games,Card Games,2001,"PS","Misc",,
490384,planet-coaster,Planet Coaster,2016,"PC","Simulation",,
461410,hellblade-senuas-sacrifice,Hellblade: Senua's Sacrifice,2017,"NS,PC,PS4,XOne","Action-Adventure",8.3,
25367,dungeon-fighter-online,Dungeon Fighter Online,2009,"PC,XBL","Fighting",,
32245,ultimate-marvel-vs-capcom-3,Ultimate Marvel vs. Capcom 3,,"PSV,X360,PS4,PS3,PC,XOne","Fighting",8.3,
313258,the-stanley-parable,The Stanley Parable,,"PC","Adventure",,
458224,soma,SOMA,2016,"Linux,OSX,XOne,PC","Action,Adventure",,9
14366,freddi-fish-2-the-case-of-the-haunted-schoolhouse,Freddi Fish 2: The Case of the Haunted Schoolhouse,1996,"PC","Adventure",,
494903,for-the-king,For The King,2018,"PC","Role-Playing",,
17777,phoenix-wright-ace-attorney,Phoenix Wright: Ace Attorney,2005,"DS,WW","Adventure",8.1,
509541,luigis-mansion-3,Luigi's Mansion 3,2019,"NS","Action-Adventure",,
9250,mario-kart-64,Mario Kart 64,1997,"iQue,N64,VC","Racing",8.5,
506430,trials-rising,Trials Rising,2019,"NS,PS4,PC,XOne","Simulation",,
497437,the-evil-within-2,The Evil Within 2,2017,"PS4,PC,XOne","Action",,
458641,uncharted-4-a-thiefs-end,Uncharted 4: A Thief's End,2016,"PS4","Action",9.2,
1494,call-of-duty,Call of Duty,2003,"PC,NGage","Shooter",7,
506411,jump-force,Jump Force,2018,"PC,PS4,XOne","Fighting",,
67475,lightning-returns-final-fantasy-xiii,Lightning Returns: Final Fantasy XIII,2014,"X360,PS3,PC","Role-Playing,Misc",,
491471,hitman,HITMAN,2016,"PS4,PC,XOne","Action",,
2770,tomb-raider,Tomb Raider,1996,"NGage,PC,SAT,PS,PSN","Action,Adventure",8.9,
24324,the-legend-of-zelda-skyward-sword,The Legend of Zelda: Skyward Sword,2011,"Wii","Adventure",9.4,
489136,rock-band-4,Rock Band 4,2015,"PS4,XOne","Music",,
15866,bioshock,BioShock,2007,"X360,PC,PS3,XBL,OSX","Shooter",9.6,9.6
490771,battle-brothers,Battle Brothers,2018,"PC","Role-Playing",,
506454,super-mario-party,Super Mario Party,2018,"NS","Party",7.3,
14198,metroid-prime,Metroid Prime,2002,"GC","Shooter",9.6,9.5
14980,sly-3-honor-among-thieves,Sly 3: Honor Among Thieves,2005,"PS2,PSN","Platform",,
494859,use-your-words,Use Your Words,2017,"NS","Party",,
369585,kingdom-hearts-iii,Kingdom Hearts III,2019,"PS4,XOne","Role-Playing",,
18933,bayonetta,Bayonetta,2010,"XBL,PS3,PC,X360,NS,WiiU","Action",8.9,9.5
488632,enter-the-gungeon,Enter the Gungeon,2016,"Linux,PC,PS4,NS,OSX","Action,Shooter",,8.4
14432,donkey-kong-country,Donkey Kong Country,1994,"GBC,GBA,VC,SNES","Platform",9.1,
26476,tera,TERA,1970,"PC","Role-Playing",,
490757,battletech,BATTLETECH,2009,"PC","Action-Adventure",,
24239,super-mario-galaxy-2,Super Mario Galaxy 2,2010,"Wii","Platform",9.7,9.8
5218,samurai-shodown,SAMURAI SHODOWN,,"GB,3DO,GG,VC,PS4,SNES,PSN,NG,SCD,GEN","Fighting",,
29635,far-cry-3,Far Cry 3,2012,"PC,PS3,X360","Shooter",,
3412,grand-theft-auto-iii,Grand Theft Auto III,2001,"PS2,XB,PC","Action",9.5,
18888,warhammer-online-age-of-reckoning,Warhammer Online: Age of Reckoning,2008,"PC","Role-Playing",,
18833,super-smash-bros-brawl,Super Smash Bros. Brawl,2008,"Wii","Fighting",9.2,9.7
6571,yakuza,Yakuza,2006,"PS2","Adventure",7.5,
6855,paper-mario-the-thousand-year-door,Paper Mario: The Thousand-Year Door,2004,"GC","Role-Playing",9,
19275,dc-universe-online,DC Universe Online,2011,"PS3,PC,PS4,PSN","MMO",7,
491705,insurgency-sandstorm,Insurgency: Sandstorm,2018,"PC,PS4,XOne","Shooter",,
499537,untitled-goose-game,Untitled Goose Game,2019,"NS","Simulation",,
20050,perfect-world,Perfect World,1995,"PC,3DO","Action,Role-Playing",,
31192,who-wants-to-be-a-millionaire,Who Wants to Be a Millionaire?,1999,"PC,GBA,DC,PS","Misc",,
460508,killing-floor-2,Killing Floor 2,2016,"PC,XOne,PS4","Shooter",,
24872,nioh,Nioh,2017,"PS4","Action",,
20646,harry-potter-and-the-half-blood-prince,Harry Potter and the Half-Blood Prince,2009,"X360,PSP,DS,PS3,PS2,PC,Wii","Action",6,3.8
2162,call-of-duty-2,Call of Duty 2,2005,"XBL,PC,X360","Shooter",8.8,9.1
458912,kingdom-come-deliverance,Kingdom Come: Deliverance,2016,"Linux,OSX,PC,PS4,XOne","Misc,Role-Playing",,
497443,life-is-strange-before-the-storm,Life is Strange: Before the Storm,2017,"PC,PS4,XOne","Adventure",7.5,
1964,call-of-duty-4-modern-warfare,Call of Duty 4: Modern Warfare,2007,"X360,PC,PS3,DS,XBL,PSN","Shooter",9.6,9.6
6187,portal,Portal,2008,"PC,OSX","Shooter,Puzzle",9,
133423,sniper-elite-iii,Sniper Elite III,2014,"X360,PS4,PS3,PC,XOne","Shooter",,
2755,half-life,Half-Life,1998,"PS2,PC,OSX","Shooter,Misc",9.5,
495062,octopath-traveler,Octopath Traveler,2018,"NS","Role-Playing",8.1,8.7
28548,need-for-speed-hot-pursuit,Need for Speed: Hot Pursuit,2010,"X360,PC,PS3,Wii,XBL,PSN","Racing",8.9,
492731,dragon-ball-xenoverse-2,Dragon Ball: Xenoverse 2,2016,"XOne,PS4,PC,NS","Action",8,
490446,halo-wars-2,Halo Wars 2,2017,"PC,XOne","Strategy",,
1260,age-of-mythology,Age of Mythology,2002,"PC","Strategy",8.8,
18526,the-elder-scrolls-iv-oblivion,The Elder Scrolls IV: Oblivion,2006,"XBL,PC,PS3,X360,PSP","Role-Playing",9.3,
118198,assassins-creed-iv-black-flag,Assassin's Creed IV: Black Flag,2013,"X360,WiiU,PS4,PS3,PC,XOne","Action,Action-Adventure",8.7,
22393,call-of-duty-modern-warfare-2,Call of Duty: Modern Warfare 2,2009,"XBL,PS3,PC,X360,PSN","Shooter",9.5,9
489534,outward,Outward,2019,"XOne,PS4,PC,OSX,Linux","Role-Playing",,
9440,bully,Bully,2006,"PS2","Action",,
105451,game-dev-tycoon,Game Dev Tycoon,2013,"OSX,PC","Misc,Simulation",,
737,guilty-gear-xx-accent-core,Guilty Gear XX Accent Core,2007,"PS2,Wii","Fighting",,
9455,super-mario-bros-3,Super Mario Bros. 3,1990,"3DS,VC,WiiU,NES","Misc,Platform",9.5,
495819,x-plane-11,X-Plane 11,2017,"PC","Simulation",,
412756,trove,Trove,,"PC","MMO",,
1476,street-fighter-iii-3rd-strike,Street Fighter III: 3rd Strike,2000,"PS2,DC","Fighting",7.8,
417694,town-of-salem,Town of Salem,1996,"PC","Strategy",,
495202,fire-emblem-three-houses,Fire Emblem: Three Houses,2019,"NS","Role-Playing",,
4240,sonic-the-hedgehog-3,Sonic the Hedgehog 3,1994,"VC,XBL,PSN,GEN","Platform",,
492547,need-for-speed-payback,Need For Speed: Payback,2017,"PS4,PC,XOne","Racing",6.5,
496712,call-of-duty-wwii,Call of Duty: WWII,2017,"PS4,PC,XOne","Shooter",8,
459676,batman-arkham-knight,Batman: Arkham Knight,2015,"PS4,PC,XOne","Action",8.1,
505774,dragalia-lost,Dragalia Lost,2018,"And,iOS","Role-Playing",,
23017,dead-space-2,Dead Space 2,2011,"PS3,PC,X360,PSN","Shooter",9.1,
13050,castlevania-symphony-of-the-night,Castlevania: Symphony of the Night,1997,"PS,PSN,XBL","Platform",9.3,9
490438,ultimate-chicken-horse,Ultimate Chicken Horse,2009,"PC","Platform",,
15820,timesplitters-2,TimeSplitters 2,2002,"GC,PS2,XB","Shooter",9.1,
29683,uncharted-3-drakes-deception,Uncharted 3: Drake's Deception,2011,"PS3","Action",9.3,6.3
1848487811,apex,APEX,2003,"XBL,XB","Racing,Action",,
488766,nekopara-vol-1,NEKOPARA Vol. 1,1992,"PC","Visual Novel",,
17179,star-wars-knights-of-the-old-republic,Star Wars: Knights of the Old Republic,2003,"XB,PC","Role-Playing",9.4,
25173,victoria-ii,Victoria II,2010,"PC","Strategy",8.1,
459839,assassins-creed-unity,Assassin's Creed: Unity,2014,"PS4,PC,XOne","Action",,
8915,warcraft-orcs-amp-humans,Warcraft: Orcs & Humans,1994,"PC,OSX","Strategy,Misc",,
20810,assassins-creed-ii,Assassin's Creed II,2009,"XBL,PS3,PC,X360","Action",9.2,
31761,dragon-age-inquisition,Dragon Age: Inquisition,2014,"X360,PS4,PC,PS3,XOne","Role-Playing",,
1520,ninja-gaiden,Ninja Gaiden,1988,"NES,XB,MS,Lynx,VC,GG","Action,Platform",9.4,
497818,pathfinder-kingmaker,Pathfinder: Kingmaker,2019,"NS","Role-Playing",,
7243,nancy-drew-danger-by-design,Nancy Drew: Danger by Design,2006,"PC","Adventure",,
15631,grand-theft-auto-vice-city,Grand Theft Auto: Vice City,2002,"PC,PS2","Action",9.6,
494792,witch-it,Witch It,2007,"PC","Action-Adventure",,
30014,ni-no-kuni-wrath-of-the-white-witch,Ni no Kuni: Wrath of the White Witch,2013,"PS3","Role-Playing",,
493877,sonic-mania,Sonic Mania,2017,"NS,PS4,PC,XOne","Platform",8.8,
2397,halo-combat-evolved,Halo: Combat Evolved,2001,"XBL,XB,PC","Shooter",9.5,
21101,batman-arkham-asylum,Batman: Arkham Asylum,2009,"X360,PC,PS3","Action",9.3,
9623,age-of-empires,Age of Empires,1997,"PC","Strategy",,
18707,grand-theft-auto-iv,Grand Theft Auto IV,2008,"XBL,PC,PS3,X360","Action",9.2,9
497883,my-time-at-portia,My Time at Portia,,"NS,PC,PS4,XOne","Simulation",,
1934,basketball,Basketball,1978,"2600","Sports",,
490378,south-park-the-fractured-but-whole,South Park: The Fractured But Whole,2017,"PS4,PC,NS,XOne","Role-Playing",9.5,9.5
18893,metal-gear-solid-4-guns-of-the-patriots,Metal Gear Solid 4: Guns of the Patriots,2008,"PS3","Action",9.3,9.8
458842,the-room-two,The Room Two,2016,"PC","Adventure",,
506376,dead-or-alive-6,Dead or Alive 6,2019,"PS4,PC,XOne","Fighting",,
492971,tricky-towers,Tricky Towers,2014,"PC,PS4,XOne","Strategy,Puzzle",,
369577,trials-fusion,Trials Fusion,2014,"PS4,PC,X360,XOne","Misc,Racing",,
498555,fist-of-the-north-star-lost-paradise,Fist of the North Star: Lost Paradise,2018,"PS4","Action",,
4185,the-messenger,The Messenger,2018,"NS","Platform",,
494995,injustice-2,Injustice 2,2016,"PS4,PC,XOne","Fighting",,
1420,half-life-2,Half-Life 2,2004,"XB,PC,OSX","Shooter,Misc",9.7,
496000,middle-earth-shadow-of-war,Middle-earth: Shadow of War,2017,"PS4,PC,XOne","Action",,
4694,super-monkey-ball-2,Super Monkey Ball 2,2002,"GC","Puzzle",,
16791,ratchet-amp-clank,Ratchet & Clank,2002,"PS2","Platform",,
5231,shadow-of-rome,Shadow of Rome,2005,"PS2","Action",,
33945,starbound,Starbound,2014,"Linux,Ouya,PC,OSX","Misc",,
2635,super-mario-world-2-yoshis-island,Super Mario World 2: Yoshi's Island,1995,"SNES,WiiU","Platform,Misc",9,
18756,fable-ii,Fable II,2008,"XBL,X360","Role-Playing",9,9.3
10902,katamari-damacy,Katamari Damacy,2004,"PS2","Puzzle",8.5,
66410,the-walking-dead-season-two,The Walking Dead: Season Two,,"X360,NS,PC,PS4,PS3,PSV,Ouya,XOne,OSX","Adventure,Shooter,Misc",,
19153,valkyria-chronicles,Valkyria Chronicles,2008,"NS,PC,PS3","Role-Playing,Strategy",8.4,9.8
494377,fantasy-strike,Fantasy Strike,2018,"NS","Fighting",,
14805,metal-gear-solid,Metal Gear Solid,1998,"PC,PS,PSN,GB","Action",9.6,
493951,battle-chasers-nightwar,Battle Chasers: Nightwar,2017,"PC,PS4,NS,XOne","Role-Playing",8.5,
7195,sonic-adventure,Sonic Adventure,1999,"XBL,PSN,DC","Platform",8.9,
19140,metro-2033,Metro 2033,2010,"PC,X360","Shooter",7.5,
417932,unturned,Unturned,2017,"PC","Action-Adventure",,
9402,resident-evil-zero,Resident Evil Zero,2002,"GC,PS3,PC,PS4,X360,NS,XOne","Action,Action-Adventure",8.2,
26992,mass-effect-3,Mass Effect 3,2012,"X360,WiiU,PC,PS3","Role-Playing",9.2,
19023,final-fantasy-iv,Final Fantasy IV,,"Wii,DS,GBA,WS,TG16,PSP,PC,PS","Role-Playing,Misc",8.5,9
15316,kingdom-hearts-chain-of-memories,Kingdom Hearts: Chain of Memories,2004,"GBA","Role-Playing",7.4,
23858,kane-amp-lynch-2-dog-days,Kane & Lynch 2: Dog Days,2010,"XBL,PS3,PC,X360","Action,Shooter",6.5,
13420,jak-and-daxter-the-precursor-legacy,Jak and Daxter: The Precursor Legacy,2001,"PS4,PS3,PS2","Misc,Platform",9,8.9
494155,call-of-duty-modern-warfare-remastered,Call of Duty: Modern Warfare Remastered,2017,"PS4,PC,XOne","Shooter",,
10775,stalker-shadow-of-chernobyl,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,"PC","Shooter",8,
31836,metro-last-light,Metro: Last Light,2013,"OSX,Linux,PC,PS3,X360","Shooter,Misc",,
313160,mount-your-friends,Mount Your Friends,2014,"PC","Action",,
491398,clustertruck,Clustertruck,2016,"PC,PS4,NS,XOne","Misc",,
2274,the-sims-2,The Sims 2,2004,"PSP,DS,GBA,PS2,PC,GC,XB,PSN","Simulation",8.9,
78196,hero-u-rogue-to-redemption,Hero-U: Rogue to Redemption,2020,"OSX,PC,Linux","Misc",,
29099,bioshock-infinite,Bioshock Infinite,2013,"PS3,PC,X360,OSX","Shooter,Misc",9.5,
460696,anthem,Anthem,2019,"PC,PS4,XOne","Role-Playing",,
515179,mass-effect,Mass Effect,2007,"XBL,X360,PC","Role-Playing",9.2,9.1
499379,stick-fight-the-game,Stick Fight: The Game,2015,"PC","Fighting",,
495058,super-bomberman-r,Super Bomberman R,2017,"XOne,PS4,NS","Puzzle",6.3,
67763,dont-starve,Don't Starve,2013,"PS4,PC","Adventure",,
491769,sniper-elite-4,Sniper Elite 4,2017,"PS4,PC,XOne","Shooter",,
489567,five-nights-at-freddys-4,Five Nights at Freddy's 4,2015,"PC","Puzzle",,
493927,world-of-final-fantasy,World of Final Fantasy,2016,"PSV,PS4,PC","Role-Playing",,
25376,skate-3,Skate 3,2010,"PS3,X360","Sports",8.3,
1459,metroid-prime-2-echoes,Metroid Prime 2: Echoes,2004,"GC","Shooter",9.2,
20501,mabinogi,Mabinogi,2008,"PC","Role-Playing",,
459262,call-of-cthulhu,Call of Cthulhu,2018,"XOne,PS4","Role-Playing",,
16553,supreme-commander-forged-alliance,Supreme Commander: Forged Alliance,2007,"PC","Strategy",8.1,
460620,rise-of-the-tomb-raider,Rise of the Tomb Raider,2015,"PC,PS4,X360,XOne","Adventure",,
22959,alice-madness-returns,Alice: Madness Returns,2011,"X360,PC,PS3","Adventure",6.9,
496464,guilty-gear-xrd-rev-2,Guilty Gear Xrd Rev 2,2017,"PS4","Fighting",,
31742,awesomenauts,Awesomenauts,2012,"XBL,PC,PS4,PSN","Platform,Misc",,
489648,growtopia,Growtopia,2013,"And","Misc",,
32513,to-the-moon,To the Moon,2011,"PC","Misc",8.5,
500196,hand-simulator,Hand Simulator,2013,"PC","Simulation",,
418067,hyrule-warriors,Hyrule Warriors,2014,"WiiU","Misc",7.4,
12369,anarchy-online,Anarchy Online,2001,"PC","Role-Playing",,
10209,lego-star-wars-the-complete-saga,LEGO Star Wars: The Complete Saga,2007,"Wii,XBL,PS3,DS,PC,X360,OSX","Action,Misc",8,
489545,ancestors-the-humankind-odyssey,Ancestors: The Humankind Odyssey,2019,"PC,PS4,XOne","Adventure",,
32207,the-binding-of-isaac,The Binding of Isaac,2011,"PC,Linux,OSX","Action",8.3,
500552,freddy-fazbears-pizzeria-simulator,Freddy Fazbear's Pizzeria Simulator,2017,"PC","Simulation",,
9891,silent-hill-2,Silent Hill 2,2001,"PC,PS2","Action",,
74295,edna-amp-harvey-harveys-new-eyes,Edna & Harvey: Harvey's New Eyes,2011,"PC","Adventure",,
491859,black-squad,Black Squad,,"PC","Shooter",,
