id,basename,name,year,platform,genres,critic_score,user_score
491572,stellaris,Stellaris,2016,"PC","Strategy",,
25173,victoria-ii,Victoria II,2010,"PC","Strategy",8.1,
9440,bully,Bully,2006,"PS2","Action",,
11172,dark-age-of-camelot,Dark Age of Camelot,2001,"PC","Role-Playing",8.7,
18808,resident-evil-5,Resident Evil 5,2009,"XOne,XBL,X360,PS3,PC,PS4","Action",8.9,8.8
24623,mechwarrior-online,MechWarrior Online,2013,"PC","Misc",,
497118,the-crew-2,The Crew 2,2018,"XOne,PS4,PC","Racing",6.5,
495202,fire-emblem-three-houses,Fire Emblem: Three Houses,2019,"NS","Role-Playing",,
497412,ori-and-the-will-of-the-wisps,Ori and the Will of the Wisps,2019,"XOne,PC","Platform",,
515179,mass-effect,Mass Effect,2007,"XBL,X360,PC","Role-Playing",9.2,9.1
9954,everquest,EverQuest,1999,"PC","Role-Playing",8,
16580,command-amp-conquer-red-alert-2,Command & Conquer: Red Alert 2,2000,"PC","Strategy",8.9,
280721,destiny,Destiny,2014,"XOne,PS4,PS3,X360","Shooter,Misc",8.3,
24203,halo-reach,Halo: Reach,2010,"XBL,X360","Shooter",9.3,
33331,xcom-enemy-unknown,XCOM: Enemy Unknown,2012,"PC,OSX,Linux,X360,PS3","Sports,Strategy",9.1,
10090,luigis-mansion,Luigi's Mansion,2001,"3DS,GC","Adventure,Action",7.9,
313517,child-of-light,Child of Light,2014,"WiiU,X360,XOne,PSV,PS3,PS4,PC","Role-Playing",,
479862517,dragon-quest-xi-echoes-of-an-elusive-age,Dragon Quest XI: Echoes of an Elusive Age,2018,"PS4","Role-Playing",10,
65706,dead-space-3,Dead Space 3,2013,"PC,PS3,X360","Shooter",,
25367,dungeon-fighter-online,Dungeon Fighter Online,2009,"XBL,PC","Fighting",,
497471,a-plague-tale-innocence,A Plague Tale: Innocence,2019,"XOne,PS4,PC","Action-Adventure",,
65950,beyond-two-souls,Beyond: Two Souls,,"PS3,PC,PS4","Adventure",,
509698,dirt-rally-20,DiRT Rally 2.0,2019,"XOne,PC,PS4","Racing",,
6604,fatal-frame-iii-the-tormented,Fatal Frame III: The Tormented,2005,"PS2","Action",7.7,
12065,yakuza-2,Yakuza 2,2008,"PS2","Adventure",7.9,
4162,donkey-kong-country-3-dixie-kongs-double-trouble,Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996,"SNES,VC","Platform",8.8,
26476,tera,TERA,1970,"PC","Role-Playing",,
25417,the-witcher-2-assassins-of-kings,The Witcher 2: Assassins of Kings,2011,"X360,PC","Role-Playing",8.8,
4133,mega-man-3,Mega Man 3,1990,"NES,PSN,PC,VC","Platform",,
19660,dwarf-fortress,Dwarf Fortress,2006,"PC","Strategy",,
18958,dragon-age-origins,Dragon Age: Origins,2009,"PSN,PC,PS3,X360","Role-Playing",9.1,
496697,code-vein,Code Vein,2019,"PS4,PC,XOne","Action",,
509508,super-mario-bros,Super Mario Bros.,1985,"NES,VC,WiiU,3DS","Platform,Misc",9,
495122,state-of-decay-2,State of Decay 2,2018,"XOne,PC","Action-Adventure",7,
494903,for-the-king,For The King,2018,"PC","Role-Playing",,
499310,splitgate-arena-warfare,Splitgate: Arena Warfare,,"PC","Shooter",,
506412,devil-may-cry-5,Devil May Cry 5,2019,"PC,PS4,XOne","Action",,
32513,to-the-moon,To the Moon,2011,"PC","Misc",8.5,
6855,paper-mario-the-thousand-year-door,Paper Mario: The Thousand-Year Door,2004,"GC","Role-Playing",9,
18915,tomb-raider-underworld,Tomb Raider: Underworld,2008,"PS3,PC,PSN,PS2,Wii,X360,DS","Adventure,Action",8,
4375,kingdom-hearts-ii,Kingdom Hearts II,2006,"PS2","Role-Playing",8.3,
18703,god-of-war-iii,God of War III,2010,"PS3","Action",9.2,9.4
12642,football,Football,1978,"2600","Sports",,
506468,nioh-2,Nioh 2,2019,"PS4","Action",,
497103,life-is-strange-2,Life is Strange 2,2018,"XOne,PS4,PC","Adventure",,
458912,kingdom-come-deliverance,Kingdom Come: Deliverance,2016,"PS4,XOne,OSX,Linux,PC","Misc,Role-Playing",,
13765,donkey-kong-64,Donkey Kong 64,1999,"N64","Platform",9.3,
417932,unturned,Unturned,2017,"PC","Action-Adventure",,
19275,dc-universe-online,DC Universe Online,2011,"PC,PS4,PSN,PS3","MMO",7,
491875,tyranny,Tyranny,2016,"PC","Role-Playing",,
22393,call-of-duty-modern-warfare-2,Call of Duty: Modern Warfare 2,2009,"PS3,PSN,XBL,X360,PC","Shooter",9.5,9
459676,batman-arkham-knight,Batman: Arkham Knight,2015,"XOne,PS4,PC","Action",8.1,
503062,dakar-18,Dakar 18,2018,"PC,XOne,PS4","Racing",,
19217,dokapon-kingdom,Dokapon Kingdom,2008,"Wii,PS2","Role-Playing",7.2,
21101,batman-arkham-asylum,Batman: Arkham Asylum,2009,"PC,X360,PS3","Action",9.3,
412756,trove,Trove,,"PC","MMO",,
13050,castlevania-symphony-of-the-night,Castlevania: Symphony of the Night,1997,"PSN,PS,XBL","Platform",9.3,9
14599,harvest-moon-friends-of-mineral-town,Harvest Moon: Friends of Mineral Town,2003,"GBA","Simulation",7.6,
1893867416,blackjack,Blackjack,1977,"2600,NES","Misc",,
17945,tomb-raider-iii-adventures-of-lara-croft,Tomb Raider III: Adventures of Lara Croft,1998,"PS,PC","Adventure",8.2,
497437,the-evil-within-2,The Evil Within 2,2017,"XOne,PS4,PC","Action",,
490919,far-cry-primal,Far Cry: Primal,2016,"PC,XOne,PS4","Action-Adventure",8,
26881,grim-dawn,Grim Dawn,2004,"PC","Role-Playing",,
369075,a-hat-in-time,A Hat in Time,2017,"OSX,XOne,PC,PS4","Platform",,
5815,final-fantasy-vi,Final Fantasy VI,1999,"PC,GBA,PS,PSN","Misc,Role-Playing",,
29099,bioshock-infinite,Bioshock Infinite,2013,"X360,OSX,PS3,PC","Shooter,Misc",9.5,
4240,sonic-the-hedgehog-3,Sonic the Hedgehog 3,1994,"GEN,PSN,XBL,VC","Platform",,
15866,bioshock,BioShock,2007,"OSX,XBL,X360,PS3,PC","Shooter",9.6,9.6
16051,guild-wars,Guild Wars,2005,"PC","Role-Playing",8.7,
500039,the-legend-of-heroes-trails-of-cold-steel-iv,The Legend of Heroes: Trails of Cold Steel IV,2018,"PS4","Role-Playing",,
497877,blazblue-cross-tag-battle,BlazBlue: Cross Tag Battle,2018,"PS4,PC,NS","Fighting",8,
3256,max-payne-2-the-fall-of-max-payne,Max Payne 2: The Fall Of Max Payne,2003,"XB,PC,XBL,PS2","Shooter",9.1,
2162,call-of-duty-2,Call of Duty 2,2005,"PC,XBL,X360","Shooter",8.8,9.1
5262,lufia-ii-rise-of-the-sinistrals,Lufia II: Rise of the Sinistrals,1996,"SNES","Role-Playing",,
7458,baseball,Baseball,1985,"NES,GB,VC,3DS","Sports",5,
8242,final-fantasy-x-2,Final Fantasy X-2,2003,"PS2","Role-Playing",8.3,
18858,star-wars-the-force-unleashed,Star Wars: The Force Unleashed,2008,"X360,PSN,Wii,PS2,PS3,DS,PSP","Action",7.1,7.4
20810,assassins-creed-ii,Assassin's Creed II,2009,"X360,XBL,PS3,PC","Action",9.2,
495961,dead-cells,Dead Cells,2017,"PS4,NS,XOne,PC","Action",9.3,
3007,fable,Fable,2004,"XB","Role-Playing",8.6,
7934,crash-bandicoot-2-cortex-strikes-back,Crash Bandicoot 2: Cortex Strikes Back,1997,"PSN,PS","Platform",8.6,
506375,twin-mirror,Twin Mirror,,"PC,XOne,PS4","Adventure",,
9611,the-witcher,The Witcher,2007,"PC","Role-Playing",7.9,
497581,dream-daddy-a-dad-dating-simulator,Dream Daddy: A Dad Dating Simulator,2009,"PC","Simulation",,
510580,the-outer-worlds,The Outer Worlds,,"PC,PS4,XOne","Role-Playing",,
11282,final-fantasy-viii,Final Fantasy VIII,1999,"PSN,PS,PC","Role-Playing",9.4,
490373,dreams,Dreams,2019,"PS4","Misc",,
458877,story-of-seasons,Story of Seasons,2015,"3DS","Misc",7.7,
85857,inside,INSIDE,2016,"NS,XOne,PC,PS4","Adventure,Platform",9,
491181,oxenfree,Oxenfree,2004,"NS,XOne,PC","Adventure",,
27127,amnesia-the-dark-descent,Amnesia: The Dark Descent,2010,"PC","Action",8.7,
6962,cooking-mama-2-dinner-with-friends,Cooking Mama 2: Dinner With Friends,2007,"DS","Simulation",6.9,
32245,ultimate-marvel-vs-capcom-3,Ultimate Marvel vs. Capcom 3,,"XOne,X360,PS3,PS4,PC,PSV","Fighting",8.3,
8489,chrono-trigger,Chrono Trigger,1995,"PS,SNES,PSN,VC,DS","Role-Playing",9.5,
496000,middle-earth-shadow-of-war,Middle-earth: Shadow of War,2017,"XOne,PS4,PC","Action",,
29683,uncharted-3-drakes-deception,Uncharted 3: Drake's Deception,2011,"PS3","Action",9.3,6.3
12453,grand-theft-auto,Grand Theft Auto,1998,"GB,PS,GBA,PC","Action",7.1,
496326,pixark,PixArk,2018,"NS,XOne,PC,PS4","Sandbox",,
19140,metro-2033,Metro 2033,2010,"PC,X360","Shooter",7.5,
3014,scrabble,Scrabble,1999,"GBA,GB,PS,PSN,PSP,DS","Misc,Puzzle",,
16951,killer-instinct,Killer Instinct,1995,"GB,SNES","Fighting",,
6558,nfl-gameday,NFL GameDay,1996,"PS","Sports",,
491705,insurgency-sandstorm,Insurgency: Sandstorm,2018,"XOne,PS4,PC","Shooter",,
19676,mass-effect-2,Mass Effect 2,2010,"PS3,PSN,X360,PC","Role-Playing",9.6,8.9
497449,yoshis-crafted-world,Yoshi's Crafted World,2019,"NS","Platform",7.8,
12651,tiger-road,Tiger Road,1990,"PCE","Platform",,
2897,the-simpsons-hit-amp-run,The Simpsons: Hit & Run,2003,"PS2,XB,GC,PC","Racing",8.2,
18231,paper-mario,Paper Mario,2001,"iQue,VC,3DS,N64","Role-Playing",9.1,
490446,halo-wars-2,Halo Wars 2,2017,"XOne,PC","Strategy",,
497818,pathfinder-kingmaker,Pathfinder: Kingmaker,2019,"NS","Role-Playing",,
2397,halo-combat-evolved,Halo: Combat Evolved,2001,"XBL,PC,XB","Shooter",9.5,
499537,untitled-goose-game,Untitled Goose Game,2019,"NS","Simulation",,
506376,dead-or-alive-6,Dead or Alive 6,2019,"XOne,PC,PS4","Fighting",,
490174,what-remains-of-edith-finch,What Remains of Edith Finch,2002,"PC,PS4","Adventure",8.9,
489534,outward,Outward,2019,"Linux,XOne,OSX,PS4,PC","Role-Playing",,
7665,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,2002,"GC,PS,GB,GBA,PC,PS2,XB","Adventure,Role-Playing",7.2,
29143,catherine,Catherine,2011,"X360,PS3","Puzzle",7.9,
489164,danganronpa-v3-killing-harmony,Danganronpa V3: Killing Harmony,2017,"PS4,PC,PSV","Adventure",,
488559,five-nights-at-freddys-2,Five Nights at Freddy's 2,,"PC,And","Puzzle",,
29975,danganronpa-trigger-happy-havoc,Danganronpa: Trigger Happy Havoc,1970,"PC,PSP,PSV","Adventure",,
7995,dead-rising,Dead Rising,2006,"XOne,PS4,X360,XBL","Action",8.4,
65871,among-the-sleep,Among the Sleep,2014,"OSX,XOne,Linux,PC,PS4","Adventure",,
6571,yakuza,Yakuza,2006,"PS2","Adventure",7.5,
369345,lords-of-the-fallen,Lords of the Fallen,2014,"XOne,PC,PS4","Role-Playing",,
33437,resident-evil-6,Resident Evil 6,2012,"PS3,PS4,XOne,X360,PC","Shooter,Action",,
24872,nioh,Nioh,2017,"PS4","Action",,
22080,company-of-heroes-tales-of-valor,Company of Heroes: Tales of Valor,2009,"PC","Strategy",,
24394,battlefield-3,Battlefield 3,2011,"X360,PS3,PC","Shooter",8.9,
28834,realm-of-the-mad-god,Realm of the Mad God,2011,"OSX,PC","MMO",,
497915,batman-the-enemy-within,Batman: The Enemy Within,2017,"PS4,XOne","Adventure",,
24307,xenoblade-chronicles,Xenoblade Chronicles,2012,"Wii,3DS","Role-Playing",9.3,
489136,rock-band-4,Rock Band 4,2015,"PS4,XOne","Music",,
28867,vindictus,Vindictus,2010,"PC","Role-Playing",,
460620,rise-of-the-tomb-raider,Rise of the Tomb Raider,2015,"PC,PS4,XOne,X360","Adventure",,
493927,world-of-final-fantasy,World of Final Fantasy,2016,"PS4,PC,PSV","Role-Playing",,
489467,transport-tycoon-deluxe,Transport Tycoon Deluxe,1995,"PC","Strategy",,
490349,the-elder-scrolls-legends,The Elder Scrolls: Legends,,"PS4,NS,XOne,PC","Misc,Strategy",,
491437,call-of-duty-infinite-warfare,Call of Duty: Infinite Warfare,2016,"XOne,PS4,PC","Shooter",,
460041,borderlands-the-pre-sequel,Borderlands: The Pre-Sequel,2014,"X360,PS3,PC","Misc",,
492731,dragon-ball-xenoverse-2,Dragon Ball: Xenoverse 2,2016,"NS,XOne,PS4,PC","Action",8,
488341,total-war-attila,Total War: Attila,2015,"PC,OSX,Linux","Strategy",,
495062,octopath-traveler,Octopath Traveler,2018,"NS","Role-Playing",8.1,8.7
17479,dragon-ball-z-collectible-card-game,Dragon Ball Z: Collectible Card Game,2002,"GBA","Misc",6,
496712,call-of-duty-wwii,Call of Duty: WWII,2017,"XOne,PS4,PC","Shooter",8,
495711,need-for-speed-most-wanted,Need for Speed: Most Wanted,2005,"DS,GBA,PS2,XB,GC,XBL,X360,PC","Racing",8.6,
3535,mother-3,Mother 3,2006,"GBA","Role-Playing",,
33692,amnesia-a-machine-for-pigs,Amnesia: A Machine for Pigs,2013,"OSX,Linux,PC","Adventure",,
504508,disco-elysium,Disco Elysium,2019,"PC","Role-Playing",,
4095,shin-megami-tensei-persona-3,Shin Megami Tensei: Persona 3,2007,"PS2","Role-Playing",8.7,
9891,silent-hill-2,Silent Hill 2,2001,"PS2,PC","Action",,
235,command-amp-conquer-red-alert,Command & Conquer: Red Alert,1996,"PSN,PS,PC","Strategy",9.3,
12101,the-legend-of-dragoon,The Legend of Dragoon,2000,"PS,PSN","Role-Playing",7.8,6.5
313146,darkwood,Darkwood,2014,"OSX,Linux,PC","Misc",,
490384,planet-coaster,Planet Coaster,2016,"PC","Simulation",,
369575,rocksmith-2014,Rocksmith 2014,2013,"XOne,OSX,X360,PS3,PC,PS4","Music",9.1,
66410,the-walking-dead-season-two,The Walking Dead: Season Two,,"PC,PS4,NS,XOne,OSX,PSV,Ouya,X360,PS3","Adventure,Shooter,Misc",,
21136,wakfu,Wakfu,2012,"PC","Role-Playing",,
55,baldurs-gate,Baldur's Gate,1998,"PC","Role-Playing",9.2,
495563,project-cars-2,Project CARS 2,2017,"XOne,PS4,PC","Racing",,
18526,the-elder-scrolls-iv-oblivion,The Elder Scrolls IV: Oblivion,2006,"PSP,XBL,PC,PS3,X360","Role-Playing",9.3,
18734,borderlands,Borderlands,2009,"PS3,PSN,X360,PC","Shooter",8.3,
494995,injustice-2,Injustice 2,2016,"XOne,PS4,PC","Fighting",,
33389,generation-zero,Generation Zero,2019,"PS4,PC,XOne","Shooter",,
15631,grand-theft-auto-vice-city,Grand Theft Auto: Vice City,2002,"PC,PS2","Action",9.6,
495932,west-of-loathing,West of Loathing,1995,"NS,PC","Adventure,Role-Playing",,
14562,mafia,Mafia,2002,"PS2,XB,PC","Action",9.2,
19858,star-trek-online,Star Trek Online,2010,"PC","Role-Playing",5.9,
3947,silent-hill,Silent Hill,1999,"PS,PSN","Adventure",8.9,
10564,final-fantasy-xii,Final Fantasy XII,2006,"PS2","Role-Playing",9.4,9.5
25376,skate-3,Skate 3,2010,"X360,PS3","Sports",8.3,
490375,unravel,Unravel,2016,"XOne,PC,PS4","Platform",,
8510,point-blank,Point Blank,1998,"PS","Shooter",,
4185,the-messenger,The Messenger,2018,"NS","Platform",,
511396,tetris-99,TETRIS 99,2019,"NS","Puzzle",,
19423,heavy-rain,Heavy Rain,,"PS3,PS4,PC","Adventure",8.8,8.6
2274,the-sims-2,The Sims 2,2004,"GBA,PC,PSN,PS2,XB,GC,PSP,DS","Simulation",8.9,
491471,hitman,HITMAN,2016,"XOne,PS4,PC","Action",,
29131,age-of-empires-online,Age of Empires Online,2011,"PC","Strategy",7,
460384,far-cry-4,Far Cry 4,2014,"X360,XOne,PS3,PS4,PC","Shooter",8.5,
489545,ancestors-the-humankind-odyssey,Ancestors: The Humankind Odyssey,2019,"XOne,PS4,PC","Adventure",,
8068,condemned-criminal-origins,Condemned: Criminal Origins,2005,"PC,X360","Action",8.2,
19006,call-of-duty-world-at-war,Call of Duty: World at War,2008,"PC,Wii,DS,PS3,X360","Shooter",8.6,8.9
33175,south-park-the-stick-of-truth,South Park: The Stick of Truth,2014,"PS3,PS4,NS,XOne,X360,PC","Role-Playing",,9.1
19813,metroid,Metroid,1987,"NES,VC","Adventure",8,
496464,guilty-gear-xrd-rev-2,Guilty Gear Xrd Rev 2,2017,"PS4","Fighting",,
10081,kingdom-hearts,Kingdom Hearts,2002,"PS2","Role-Playing",8.5,
7195,sonic-adventure,Sonic Adventure,1999,"PSN,DC,XBL","Platform",8.9,
10070,command-amp-conquer-generals,Command & Conquer: Generals,2003,"PC","Strategy",8.6,
16933,rayman,Rayman,1995,"AJ,PC,DSiW,GB,PS,PSN,SAT","Platform",9,
4022,might-and-magic-vii-for-blood-and-honor,Might and Magic VII: For Blood and Honor,1999,"PC","Role-Playing",,
10979,the-legend-of-zelda,The Legend of Zelda,1987,"NES,VC","Adventure",9,
68063,armello,Armello,2015,"OSX,Linux,And,WinP,PS4,PC","Strategy",,
492075,thimbleweed-park,Thimbleweed Park,2017,"NS,Linux,OSX,PC","Adventure",,
459755,firewatch,Firewatch,2016,"NS,OSX,Linux,PC,PS4","Adventure,Misc",8.2,
207,yu-gi-oh-forbidden-memories,Yu-Gi-Oh! Forbidden Memories,2002,"PS","Role-Playing",7,
460508,killing-floor-2,Killing Floor 2,2016,"PC,XOne,PS4","Shooter",,
3470,harry-potter-and-the-prisoner-of-azkaban,Harry Potter and the Prisoner of Azkaban,2004,"GC,PS2,XB,GBA,PC","Adventure",7,
491925,wolcen-lords-of-mayhem,Wolcen: Lords of Mayhem,2010,"PC","Role-Playing",,
11103,uno,Uno,1998,"GB,NS,DSiW,PSN,PS,XBL,PS2,WW,PC","Misc,Board Game",8,
26992,mass-effect-3,Mass Effect 3,2012,"PS3,X360,WiiU,PC","Role-Playing",9.2,
6108,castlevania,Castlevania,1987,"NES,VC,PC,N64","Platform",7.6,
494792,witch-it,Witch It,2007,"PC","Action-Adventure",,
503749,the-spongebob-squarepants-movie,The Spongebob Squarepants Movie,2004,"GBA,PC,PS2,XB,GC","Platform,Action",6.8,
5975,shadow-of-the-colossus,Shadow of the Colossus,2005,"PS3,PS2,PS4","Adventure,Action-Adventure",9.3,9.4
12504,mega-man-zero-2,Mega Man Zero 2,2003,"GBA","Platform",,
31239,dragons-dogma,Dragon's Dogma,2012,"X360,PS3,PC","Role-Playing",,
489069,we-happy-few,We Happy Few,2018,"XOne,PC,PS4","Action,Action-Adventure",,
23017,dead-space-2,Dead Space 2,2011,"PC,PSN,X360,PS3","Shooter",9.1,
476396,super-meat-boy-forever,Super Meat Boy Forever,2019,"PS4,NS,XOne,And,PC","Platform",,
91419,metal-gear-solid-v-the-phantom-pain,Metal Gear Solid V: The Phantom Pain,2015,"PS3,XOne,PS4,PC,X360","Action-Adventure,Action",,
11386,metal-gear-solid-2-sons-of-liberty,Metal Gear Solid 2: Sons of Liberty,2001,"PC,PS2,X360,PS3","Misc,Action",9.5,7
5723,mystical-ninja-starring-goemon,Mystical Ninja Starring Goemon,1998,"GB,N64","Action,Role-Playing",,
20501,mabinogi,Mabinogi,2008,"PC","Role-Playing",,
12870,mega-man-2,Mega Man 2,1989,"PSN,NES,VC","Platform",9.5,
498405,sakuna-of-rice-and-ruin,Sakuna: Of Rice and Ruin,2019,"PS4,PC","Action",,
30014,ni-no-kuni-wrath-of-the-white-witch,Ni no Kuni: Wrath of the White Witch,2013,"PS3","Role-Playing",,
512702,lapis-x-labyrinth,Lapis x Labyrinth,2018,"NS,PS4","Role-Playing",,
459104,night-in-the-woods,Night in the Woods,2016,"PC,PS4,NS,Linux,OSX,XOne","Adventure",8.8,
27149,kahoots,Kahoots,2009,"PSN","Simulation",8,
459527,gang-beasts,Gang Beasts,2017,"PC","Fighting",6,
32156,dishonored,Dishonored,2013,"PS3,X360,PC","Shooter,Action",,
369365,quantum-break,Quantum Break,2016,"PC,XOne","Action",,
29635,far-cry-3,Far Cry 3,2012,"PS3,X360,PC","Shooter",,
17178,ratchet-deadlocked,Ratchet: Deadlocked,2005,"PS2","Shooter",,
16007,unreal-tournament,Unreal Tournament,1999,"DC,PC,PS2","Shooter",9.3,
20254,battleforge,BattleForge,2009,"PC","Strategy",,
